Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nicaragua,NIC,..,13.3940828677548,0.550707796165486,0.533562206674546,1.04970723861526,2.84807528126671,4.90180828860218,7.02668278037451,5.74703950286063,11.0103670868391,9.85098285767793,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Niger,NER,..,355.745089443772,413.746113267429,406.812580251078,401.109661287858,384.937699266371,362.654075214733,343.726804440153,325.529300538079,322.408936764085,323.38569283739,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nigeria,NGA,..,413.334960874543,308.604795500304,298.158957373652,294.110655530644,295.056131936383,299.073684784563,300.68534116565,301.908143733329,312.650935492847,306.462483682388,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Oman,OMN,..,0.00255945070775211,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Pakistan,PAK,..,6.08788283111522,6.84110068461287,4.85800468930796,4.82309520575931,4.84586874965513,3.85447887776422,3.26603242260572,2.91715828058597,2.43007028721959,2.22256674942206,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Panama,PAN,..,0.375693362589894,0.200157583524542,0.267135549362264,0.150200511151931,0.207691624405229,0.202137254476419,0.195801460793053,0.451561758946613,0.493196939146141,1.08919109091574,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Papua New Guinea,PNG,..,265.462991556192,172.239175989891,190.671057104001,101.901551385632,135.851560971592,134.969888519721,139.537069898717,117.883956025715,150.787105985452,124.339899835538,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Paraguay,PRY,..,37.1522902356647,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Peru,PER,..,9.87076165484917,5.31181360432519,7.04053693824214,7.20387856769027,5.95663456199076,5.86077753261201,4.62152548527599,3.54700312403722,2.27394783565958,1.75576540497239,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Philippines,PHL,..,1.76646542514015,0.302556977793271,0.243322994740158,0.466353522576865,0.284179067620761,0.26757086022015,0.172877946599525,0.211161662926176,0.23169796714963,0.160414641228323,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Rwanda,RWA,..,189.410244576164,109.412188607692,202.236962625779,307.959772081994,409.678767710631,709.793326252036,493.474764375579,411.334124086056,227.138656306589,126.31905717831,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sao Tome and Principe,STP,..,222.490501969189,47.7040829492612,8.88114756173512,10.2225492730853,10.9367058915517,10.7625603260974,13.8967749261867,12.7307210192033,8.84097676099176,12.1869775488891,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Saudi Arabia,SAU,..,3.8281481275501,0.0134810325836558,0.0116569227744409,0.0316360406923338,0.101607148660597,0.0646171706440908,0.0217445394470898,0.0132398230184079,0.0287821875017339,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Senegal,SEN,..,275.808722474923,58.3583647786344,38.1367397196969,70.4176828085408,46.3773635454259,53.1535824509544,67.265818374926,42.0117618008771,50.8304271324376,59.0021639275878,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sierra Leone,SLE,..,454.087603867919,419.417535947246,401.645191611789,390.650947062882,388.95514266045,375.637978968592,369.071147564882,355.119433396613,339.547873018726,329.831660083834,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Solomon Islands,SLB,..,598.062385183167,93.122605330757,58.8483955894562,65.6369892487301,135.375188961436,162.566678750842,132.811159324361,208.374797790624,164.798276726306,216.100243731199,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Somalia,SOM,..,134.990394389016,41.5841761340317,50.2523247955273,58.9777349540167,58.5946242900382,55.1972417525278,59.2881984886991,59.8834262544349,56.0486244918672,66.3260199770532,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,South Africa,ZAF,..,3.88906903727705,1.60468177276407,2.13869838140456,0.88749295320931,0.766186826584609,4.12791395662521,1.66760755170551,0.829961239209084,0.758988822133699,0.498044778569595,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,South Sudan,SSD,..,367.164317298008,285.738331999038,276.305410141013,271.000648863621,266.547857746859,277.783684273911,278.790651247221,281.258898615581,286.886613031279,274.796061186532,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sri Lanka,LKA,..,48.6362946951128,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sudan,SDN,..,92.771447748579,34.9392920262318,38.5727576987501,42.212430790592,53.2598186001045,53.7765047753924,59.1890296838417,65.5908607328818,73.3983779796907,72.8444750072165,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Suriname,SUR,..,160.584044778651,6.30297500420198,4.76575313161085,0.952974810875678,0.908244061481136,1.57866838745362,0.342110364803686,1.17296760804836,1.73984809787761,0.242994576802854,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Syrian Arab Republic,SYR,..,0.00036792539257946,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Tajikistan,TJK,..,9.09897521980201,0.00147187233568109,0.000719165767709457,0,0,0,0,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Tanzania,TZA,..,350.309560458156,130.763725827068,143.015370872501,140.5132506772,131.452598994886,124.466739244394,117.963429578882,117.591274670308,123.244618060395,125.773239293445,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Thailand,THA,..,6.56451905900622,3.15089445882013,3.10474978961701,1.06941528510432,0.576711039407642,0.326528682716546,0.329994100262639,0.269300351184212,0.220301636292615,0.163317576879413,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Timor-Leste,TLS,..,155.120717100127,1.29799634400748,0.424465357614307,0.0969950920483423,0.0972465338556861,0.0188150938103473,0,0,0.00327156348837,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Togo,TGO,..,443.66982259509,367.237250586774,368.830781807158,357.204228587134,324.8183023523,277.513038351313,250.338680093987,238.580076849785,242.752689343779,237.522916878981,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Turkiye,TUR,..,2.74321036238596,0,0,0,0,0,..,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Turkmenistan,TKM,..,0.0808099854205318,0,0,0,0,0,0,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Uganda,UGA,..,487.225519287207,332.344413915011,294.282382767661,253.514779685989,283.137132534608,294.903259896108,262.691580498095,262.691558158758,283.817529248595,284.02018447182,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,United Arab Emirates,ARE,..,..,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Uzbekistan,UZB,..,5.05516549648947,0,0,0,0,0,0,0,0,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Vanuatu,VUT,..,120.61497131314,20.2099159880698,8.99131987537371,2.91928027261086,14.7342329936657,7.80735876295053,3.92535435825334,3.43950802223361,2.91961435423585,1.80486750204458,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Venezuela, RB",VEN,..,2.90792496133902,6.17728656258023,7.02666800648012,10.4593832448359,18.3398552521767,31.5813354992332,31.8659924014402,32.2674374054335,15.6788667305103,14.5165927727038,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Vietnam,VNM,..,3.45935609541347,0.312056904749049,0.283464071345378,0.166063113667633,0.0732006972832663,0.0791471193002638,0.0539950821159124,0.0546280955100281,0.0232629906078027,0.00630630544093416,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Yemen, Rep.",YEM,..,88.3800106491972,40.2613650243934,32.8222427515396,27.9472832094274,35.0359397450419,38.5861327623701,43.8778741377499,40.8841079626052,38.4455877894723,46.0859008041884,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Zambia,ZMB,..,397.111466250484,227.613465428149,232.318577269188,219.322743912384,205.968741675426,185.247218281094,178.839681198065,174.39869382702,186.898619644216,187.72123560253,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Zimbabwe,ZWE,..,105.924352150239,80.9162157617105,100.185107888863,95.7404459491625,66.8362030355744,115.181937106853,53.5514207302833,64.7393783881603,93.437665079954,27.1994830444224,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Africa Eastern and Southern,AFE,..,313.294236504898,193.234673179489,187.388199869336,182.396383915249,176.753498248101,182.803014997215,168.42652986921,167.350790919036,176.446602546825,172.819545887817,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Africa Western and Central,AFW,..,412.922950859075,317.290004864219,304.090647658543,295.948844158309,289.175139051025,285.766208918122,284.103910935102,278.63746523442,285.258562511879,281.210886062937,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Arab World,ARB,..,28.5533939439703,10.9431731202349,11.8417901485614,12.9408658679954,15.6498758320553,15.6418240595874,17.069714251497,17.9139179938243,18.9730888071135,19.7633241550084,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Early-demographic dividend,EAR,..,31.189417828248,20.7550416071721,20.0768183400985,19.0254782534761,17.5952614475144,16.4445318816452,11.7599144525344,10.5212138278744,9.67750710098213,8.64702075626537,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,East Asia & Pacific,EAS,..,6.10622428317124,3.82048625270923,3.45880909058943,2.44813435182315,2.57337548350836,2.28742853149553,2.29110678928919,2.11046680019797,2.29510570483912,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,East Asia & Pacific (excluding high income),EAP,..,6.12353420824462,3.83310069428178,3.4700327072513,2.45586016503185,2.5815368931823,2.29474688818081,2.29834790456052,2.11708967582205,2.30243178211349,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,East Asia & Pacific (IDA & IBRD countries),TEA,..,6.08516423760887,3.8556199753162,3.49283167956319,2.47239645779607,2.60114049175943,2.31201502666031,2.31647452269774,2.13520315416567,2.32231356593752,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Fragile and conflict affected situations,FCS,..,303.637035093086,226.818153342898,218.968149658384,210.575566288576,205.566244767119,204.811089306756,200.804035755941,198.822608773078,206.982664536306,202.788855788588,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Heavily indebted poor countries (HIPC),HPC,..,339.345509614847,234.866458206593,224.771302402862,217.150387104016,209.43844353725,209.246027066892,197.839314220876,192.538290098599,198.391389803174,195.788516471468,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,IBRD only,IBD,..,13.7844374503717,7.28847918403187,7.25358988635749,7.60919757045495,8.01126845010807,7.03593222747514,6.07718091447693,5.81772888530178,5.5981615414838,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,IDA & IBRD total,IBT,..,83.2489578558616,63.2804316980464,61.5443694816311,60.588106492227,60.0797064474041,60.3541489645266,58.2065198380789,57.5902317438466,60.4264954869036,70.4693349085731,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,IDA blend,IDB,..,201.360298778953,144.320190134349,141.000207359663,138.369930823575,139.035874574085,141.637425930911,140.895341813071,141.124883962692,147.409342217857,143.137178890772,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,IDA only,IDX,..,282.801188809347,199.991605391211,191.70165465795,185.346557949613,178.959835944459,179.534226829138,170.043973349821,165.663479037335,172.395625139903,170.782308537423,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,IDA total,IDA,..,250.771157179296,178.394665510968,172.070983499947,167.209736032016,163.605047911573,165.013194213764,158.912974409678,156.326905122052,162.864848300526,160.267327137583,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Late-demographic dividend,LTE,..,2.30724499841152,0.511100927971389,0.370721488276489,0.371620964475167,0.350112248387231,0.416793491512829,0.430976449790484,0.403261136325762,0.375020947860121,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Latin America & Caribbean,LCN,..,14.092390356153,4.38427112286226,3.57934595111234,4.26380023098254,5.06928580036427,6.89263479381131,6.71060128542005,6.40525171093221,4.59203732132218,4.25102601314388,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Latin America & Caribbean (excluding high income),LAC,..,15.7306382004654,3.798092132115,3.05550230909528,3.44504242975373,3.33685934995321,3.72909003182792,3.55614988694162,3.31433920901862,3.28023670695141,2.98197098425381,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,14.092390356153,4.38427112286226,3.57934595111234,4.26380023098254,5.06928580036427,6.89263479381131,6.71060128542005,6.40525171093221,4.59203732132218,4.25102601314388,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Least developed countries: UN classification,LDC,..,290.98777854098,202.491131063722,195.413016399136,190.570008672194,185.445307180156,187.892852244935,178.269396718616,173.923711413184,180.481041365396,179.041830886837,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Low & middle income,LMY,..,83.4472063458029,63.4086777849992,61.6739380604659,60.7024426470144,60.1603193659804,60.3802910411492,58.2222926348032,57.6009530999626,60.5015958661853,70.5834317125807,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Low income,LIC,..,306.389272165277,226.98850760275,217.175492196555,210.072654904498,204.29564853157,207.706953686207,194.697841837906,189.159132842387,196.005239172732,192.843854051712,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Lower middle income,LMC,..,79.3420194977146,53.6802833081474,52.7395270774642,52.2551986177269,52.0921492568234,51.1857500812015,49.9567262825395,49.7089054368805,51.4958688000383,51.2116721291988,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Middle East & North Africa,MEA,..,7.87758740442894,3.70707872506666,3.11263696652503,2.69105503041228,3.41443582268068,3.78721227978378,4.37456035567599,4.22234024048848,4.11134851824329,4.81473394680699,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Middle East & North Africa (excluding high income),MNA,..,8.06684423212458,4.02756217188396,3.38450862083274,2.92735092301457,3.71482894116728,4.12117640429848,4.7587279674461,4.58913256775536,4.46236533403836,5.22055890052398,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Middle East & North Africa (IDA & IBRD countries),TMN,..,8.06684423212458,4.02756217188396,3.38450862083274,2.92735092301457,3.71482894116728,4.12117640429848,4.7587279674461,4.58913256775536,4.46236533403836,5.22055890052398,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Middle income,MIC,..,54.6879178404732,38.2265663312342,37.4898603376159,37.1888770512408,37.1593504180466,36.5310154198599,35.755722054767,35.6146740357226,37.2269359626806,44.8054632812302,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Pre-demographic dividend,PRE,..,359.676425637515,244.498269188946,235.37328607063,230.750615761151,229.306304350656,230.598356334764,229.842678850296,227.573802028011,236.822356294741,235.228585061687,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,South Asia,SAS,..,18.8444455546512,8.6468508642357,8.45251465111361,8.85057242069556,9.35112964405782,7.15075276417859,5.20789529570739,4.21269091437349,3.10495463812092,3.09621712851885,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,South Asia (IDA & IBRD),TSA,..,18.8444455546512,8.6468508642357,8.45251465111361,8.85057242069556,9.35112964405782,7.15075276417859,5.20789529570739,4.21269091437349,3.10495463812092,3.09621712851885,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sub-Saharan Africa,SSF,..,358.012314006277,248.580178348734,239.406052404238,232.962051547261,226.759610285224,228.556941923448,219.781615031649,216.701530608666,224.644166423978,220.780093771519,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sub-Saharan Africa (excluding high income),SSA,..,358.012314006277,248.580178348734,239.406052404238,232.962051547261,226.759610285224,228.556941923448,219.781615031649,216.701530608666,224.644166423978,220.780093771519,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,358.012314006277,248.580178348734,239.406052404238,232.962051547261,226.759610285224,228.556941923448,219.781615031649,216.701530608666,224.644166423978,220.780093771519,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Upper middle income,UMC,..,3.8578092399187,2.87746714326234,2.45723344042518,2.32472452311815,2.34248078449577,2.104731301288,1.95246061590949,1.96332350165464,1.99563695017688,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,World,WLD,..,82.8201950090793,62.8013679998666,61.0783526733844,60.1290938321304,59.624568679834,59.8983208371721,57.7687925731872,57.1606680829793,59.9768537544695,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 07/25/2023,,,,,,,,,,,,,,,
